employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
9491,Analytics,region_19,Bachelor's,m,other,2,28,3.0,2,0,0,83,0
56360,Operations,region_7,Master's & above,m,other,1,44,3.0,4,1,0,56,0
22253,Operations,region_22,Master's & above,m,sourcing,1,37,5.0,8,1,0,62,0
31565,Procurement,region_30,Master's & above,f,sourcing,1,35,5.0,8,1,0,88,1
78200,Sales & Marketing,region_13,Master's & above,m,other,1,39,1.0,9,0,0,52,0
5438,Technology,region_33,Bachelor's,f,sourcing,1,30,3.0,5,0,0,81,0
31392,Sales & Marketing,region_23,Bachelor's,f,other,1,28,,1,0,0,49,0
58467,Technology,region_2,Master's & above,m,sourcing,1,33,,1,0,0,80,0
66754,Technology,region_4,Master's & above,m,other,3,34,4.0,6,1,0,84,0
59483,Sales & Marketing,region_13,Bachelor's,f,other,1,37,3.0,9,0,0,47,0
24201,Procurement,region_2,Bachelor's,f,sourcing,1,46,5.0,18,0,0,84,1
56029,Operations,region_28,Bachelor's,m,other,1,27,5.0,4,1,0,60,0
44842,Technology,region_23,Master's & above,f,other,1,32,3.0,9,0,0,82,0
56789,Procurement,region_22,Bachelor's,f,other,1,29,,1,1,0,66,1
26770,Analytics,region_27,Bachelor's,m,sourcing,1,40,3.0,7,0,0,85,0
30124,HR,region_3,Bachelor's,m,other,1,27,,1,1,0,51,0
9508,Procurement,region_7,Master's & above,f,other,1,59,5.0,6,1,0,75,0
30264,Operations,region_22,Bachelor's,m,other,1,30,4.0,4,1,0,62,0
22291,Sales & Marketing,region_1,Bachelor's,f,sourcing,1,29,3.0,5,0,0,54,0
48315,Technology,region_22,Bachelor's,m,referred,2,26,4.0,2,1,0,79,0
4410,Sales & Marketing,region_2,Bachelor's,m,other,2,39,3.0,12,1,0,48,0
4472,Operations,region_32,Bachelor's,m,sourcing,1,38,3.0,7,0,0,65,0
58983,Procurement,region_13,Master's & above,m,sourcing,2,31,5.0,4,1,0,70,0
69679,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,47,5.0,13,0,0,44,0
65583,Procurement,region_11,Bachelor's,f,sourcing,1,28,4.0,2,0,0,69,0
28379,Operations,region_19,Master's & above,f,other,1,39,4.0,10,0,0,58,0
19267,Finance,region_13,Bachelor's,f,sourcing,1,35,2.0,10,0,0,56,0
73952,Operations,region_32,Bachelor's,m,sourcing,1,31,5.0,6,0,0,58,0
77095,Technology,region_2,Bachelor's,m,sourcing,4,25,1.0,2,0,0,80,0
39979,Sales & Marketing,region_16,Bachelor's,m,other,1,33,4.0,3,0,0,53,0
62715,Analytics,region_7,Bachelor's,m,sourcing,2,34,3.0,8,0,0,86,0
20960,Sales & Marketing,region_16,Bachelor's,m,other,1,41,3.0,7,0,0,47,0
45761,Procurement,region_6,Bachelor's,m,other,1,25,,1,0,0,70,0
52162,Sales & Marketing,region_2,Bachelor's,m,other,1,20,4.0,2,1,0,49,0
52249,Sales & Marketing,region_2,Bachelor's,m,referred,1,37,5.0,4,1,0,47,0
55083,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,33,4.0,9,0,0,46,0
77692,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,38,4.0,10,0,0,49,0
56809,Procurement,region_22,Bachelor's,m,referred,1,31,4.0,6,0,0,74,0
10284,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,33,4.0,7,0,0,50,0
27013,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,38,1.0,8,0,0,45,0
39323,Operations,region_7,Bachelor's,m,other,2,31,5.0,2,1,0,60,0
73174,Procurement,region_17,Master's & above,m,other,1,34,3.0,6,0,0,72,0
76501,Finance,region_22,Master's & above,m,sourcing,1,38,5.0,9,1,0,64,0
42649,Procurement,region_29,Master's & above,m,other,1,37,3.0,7,0,0,65,0
72897,Analytics,region_23,Bachelor's,m,sourcing,1,26,5.0,3,1,0,85,0
26800,Procurement,region_2,Master's & above,m,sourcing,1,51,3.0,19,0,0,72,0
44092,Technology,region_14,Bachelor's,f,other,1,27,4.0,2,1,0,81,0
45881,Operations,region_31,Bachelor's,f,other,1,26,4.0,3,1,0,60,0
4201,HR,region_2,Master's & above,f,other,1,48,5.0,5,0,0,51,0
15859,R&D,region_26,Bachelor's,m,sourcing,1,32,4.0,6,0,0,85,0
34498,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,34,4.0,10,0,0,49,0
44836,Analytics,region_26,Master's & above,m,other,1,42,3.0,15,1,0,83,1
14675,Technology,region_33,Bachelor's,m,sourcing,1,54,3.0,25,0,0,79,0
17831,Procurement,region_2,Bachelor's,f,sourcing,1,31,4.0,6,1,0,66,0
69432,Procurement,region_15,Bachelor's,f,sourcing,1,31,5.0,2,1,0,68,0
72905,Technology,region_2,Bachelor's,m,referred,1,38,3.0,6,0,0,80,0
49140,Sales & Marketing,region_15,Master's & above,m,other,1,46,3.0,12,0,0,50,0
62863,Procurement,region_2,Bachelor's,m,sourcing,1,27,3.0,2,0,0,65,0
13853,Sales & Marketing,region_22,,m,sourcing,2,27,,1,0,0,48,0
17195,Operations,region_15,Master's & above,m,other,1,36,4.0,8,1,0,61,0
75302,HR,region_2,Bachelor's,m,other,1,26,3.0,3,0,0,54,0
5521,Procurement,region_5,Bachelor's,f,sourcing,1,29,3.0,2,0,0,71,0
65660,Sales & Marketing,region_10,Bachelor's,m,sourcing,1,30,4.0,7,0,0,49,0
27266,HR,region_2,Bachelor's,m,other,1,36,2.0,4,1,0,52,0
49431,Operations,region_22,Bachelor's,m,sourcing,1,28,2.0,3,0,0,58,0
75382,Procurement,region_4,Master's & above,f,other,1,34,1.0,8,0,0,67,0
3257,Operations,region_11,Bachelor's,m,sourcing,1,42,3.0,2,0,0,60,0
64201,Operations,region_11,Bachelor's,m,other,2,32,3.0,6,0,0,57,0
6464,Analytics,region_22,Master's & above,m,other,1,32,4.0,7,1,0,88,0
66247,Finance,region_16,Bachelor's,m,other,1,35,3.0,7,1,0,60,0
11949,Procurement,region_23,Master's & above,f,other,1,36,3.0,5,0,0,66,0
37175,Procurement,region_10,Master's & above,f,other,1,34,1.0,8,0,0,72,0
47761,Analytics,region_28,Master's & above,m,sourcing,1,33,5.0,6,0,0,87,0
70540,Procurement,region_15,Bachelor's,m,sourcing,1,34,5.0,9,1,0,74,0
10901,Procurement,region_22,Bachelor's,m,other,1,28,2.0,2,0,0,70,0
56502,Legal,region_26,Bachelor's,m,sourcing,1,30,,1,1,0,64,0
73929,Legal,region_2,Bachelor's,m,sourcing,1,26,5.0,3,1,0,57,0
3773,Analytics,region_2,Bachelor's,m,sourcing,1,37,3.0,8,0,0,79,0
6565,Technology,region_22,Bachelor's,m,sourcing,1,31,4.0,3,1,0,78,0
17440,Analytics,region_5,Master's & above,m,other,2,39,3.0,10,0,0,84,0
51504,Operations,region_22,Bachelor's,m,other,2,36,4.0,4,0,0,62,0
55629,Procurement,region_4,Master's & above,m,other,1,37,3.0,4,0,0,68,0
62542,Legal,region_24,Bachelor's,m,other,1,26,3.0,2,0,0,58,0
20828,Technology,region_5,Bachelor's,m,sourcing,1,40,3.0,11,0,0,74,0
54110,Analytics,region_4,Master's & above,m,other,2,33,5.0,6,1,0,82,0
45603,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,25,4.0,2,0,0,50,0
48261,Procurement,region_31,Master's & above,m,other,2,35,4.0,5,1,0,67,0
11848,Operations,region_12,Bachelor's,m,other,1,37,2.0,8,0,0,61,0
49827,Finance,region_22,Bachelor's,m,other,1,27,,1,0,0,61,0
24891,Technology,region_7,Master's & above,f,other,1,41,1.0,7,1,0,80,1
61469,Operations,region_13,Bachelor's,m,sourcing,1,28,5.0,4,1,0,58,0
41048,Finance,region_2,Bachelor's,f,sourcing,1,38,1.0,9,0,0,58,0
45653,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,27,3.0,8,1,0,48,1
29171,Operations,region_11,Bachelor's,f,other,1,39,3.0,5,0,0,61,0
39399,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,34,3.0,10,0,0,45,0
62774,Operations,region_30,Bachelor's,m,other,1,29,3.0,3,1,0,59,0
2128,Analytics,region_30,Bachelor's,m,other,1,29,5.0,3,0,0,83,0
74248,Sales & Marketing,region_22,Master's & above,f,other,1,31,2.0,5,0,0,50,0
386,Sales & Marketing,region_2,,m,other,1,36,5.0,7,0,0,51,0
20797,Analytics,region_22,Master's & above,m,sourcing,2,39,3.0,5,0,0,90,0
73492,Technology,region_22,Bachelor's,m,sourcing,1,29,2.0,7,0,0,84,0
35572,Sales & Marketing,region_13,Bachelor's,m,other,1,36,4.0,7,0,0,54,0
50431,Operations,region_22,Bachelor's,m,sourcing,1,30,5.0,2,1,0,59,0
66215,Operations,region_2,,f,other,1,28,3.0,2,0,0,62,0
41690,Operations,region_28,Bachelor's,m,sourcing,1,26,5.0,3,1,0,62,0
35988,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,29,5.0,4,0,0,64,1
18941,Legal,region_2,Bachelor's,m,other,1,46,4.0,15,0,0,58,0
46129,Operations,region_19,Bachelor's,f,sourcing,1,39,4.0,7,0,0,62,0
71668,Sales & Marketing,region_11,Master's & above,m,other,1,35,5.0,7,1,0,50,0
54077,Sales & Marketing,region_2,Bachelor's,m,other,1,25,2.0,2,1,0,47,0
60658,Operations,region_31,,m,sourcing,1,27,,1,0,0,60,0
1683,Finance,region_31,Master's & above,m,sourcing,1,34,1.0,4,0,0,57,0
28538,Technology,region_16,Master's & above,f,other,1,38,2.0,4,0,0,79,0
57294,R&D,region_19,Bachelor's,m,other,2,36,3.0,7,0,0,85,0
42753,Operations,region_19,Master's & above,m,sourcing,2,37,5.0,9,0,0,57,0
55075,Sales & Marketing,region_7,,m,other,1,31,5.0,5,1,0,48,0
28992,Sales & Marketing,region_3,Master's & above,m,sourcing,1,41,4.0,5,0,0,53,0
32910,Technology,region_22,Bachelor's,m,other,1,31,3.0,5,1,0,81,0
71146,Procurement,region_2,Master's & above,f,sourcing,2,47,4.0,18,0,0,71,0
70912,Legal,region_2,Bachelor's,m,other,1,49,3.0,19,0,0,56,0
27086,HR,region_2,Bachelor's,f,sourcing,1,45,4.0,13,0,0,53,0
67733,Operations,region_22,Master's & above,m,other,1,36,1.0,9,0,0,58,0
67171,Procurement,region_2,Bachelor's,f,other,5,30,3.0,3,0,0,74,0
1928,Sales & Marketing,region_5,,m,other,1,23,3.0,2,0,0,49,0
77103,Technology,region_26,Bachelor's,f,other,1,32,5.0,6,1,0,80,0
46532,Sales & Marketing,region_28,Bachelor's,m,other,2,28,2.0,6,0,0,50,0
33474,Procurement,region_15,Master's & above,m,other,1,45,3.0,18,0,0,67,0
61898,R&D,region_7,Master's & above,m,other,1,38,5.0,5,1,0,84,1
961,Legal,region_22,Master's & above,m,other,3,34,1.0,6,0,0,54,0
68321,Operations,region_13,Master's & above,f,sourcing,1,34,5.0,6,1,0,54,1
50933,Procurement,region_31,Bachelor's,m,sourcing,2,29,,1,0,0,68,0
51724,HR,region_22,Bachelor's,m,other,2,27,3.0,2,0,0,50,0
24010,Technology,region_17,Master's & above,m,other,1,43,5.0,11,0,0,77,0
61485,Analytics,region_2,Bachelor's,m,other,1,32,3.0,5,0,0,82,0
14993,Procurement,region_2,Master's & above,f,sourcing,1,37,5.0,8,0,0,86,1
51884,Analytics,region_27,Bachelor's,m,sourcing,1,34,5.0,4,1,0,85,0
66368,Finance,region_26,Bachelor's,f,other,1,28,4.0,5,1,0,61,0
31606,Legal,region_5,Bachelor's,m,sourcing,1,29,3.0,3,1,0,60,0
64274,Operations,region_22,Bachelor's,f,sourcing,1,37,5.0,8,1,0,58,0
65097,Analytics,region_2,,m,sourcing,1,24,4.0,2,0,0,88,0
73127,HR,region_26,Bachelor's,m,other,1,24,3.0,3,0,0,49,0
29813,Sales & Marketing,region_2,Bachelor's,m,other,1,33,1.0,10,0,0,52,0
49232,Technology,region_2,Bachelor's,f,other,1,42,5.0,11,0,0,81,1
29873,HR,region_2,Bachelor's,f,other,1,34,2.0,8,0,0,51,0
39033,Technology,region_2,Bachelor's,m,referred,1,36,3.0,5,0,0,79,0
21445,Sales & Marketing,region_22,Bachelor's,m,other,1,29,2.0,6,0,0,50,0
9331,Technology,region_4,Master's & above,f,other,1,50,1.0,11,0,0,81,0
34351,Sales & Marketing,region_1,Bachelor's,f,other,1,28,5.0,5,1,0,49,0
2849,Operations,region_2,Bachelor's,m,other,1,30,4.0,4,0,0,59,0
43098,HR,region_2,Master's & above,f,referred,1,53,5.0,19,0,0,59,1
44954,Operations,region_22,Bachelor's,m,other,1,56,4.0,23,0,0,60,0
22132,Analytics,region_29,Bachelor's,m,sourcing,1,27,3.0,3,1,0,98,1
49333,Procurement,region_2,Bachelor's,m,other,1,34,1.0,2,0,0,65,0
70439,Sales & Marketing,region_17,Master's & above,m,sourcing,1,37,5.0,2,0,0,54,0
68646,Procurement,region_8,Bachelor's,m,other,1,32,3.0,4,1,0,68,0
2912,Procurement,region_7,Bachelor's,f,other,1,28,1.0,9,0,0,68,0
49898,Operations,region_22,Bachelor's,f,other,3,36,4.0,6,1,0,60,1
25412,Analytics,region_23,Master's & above,m,sourcing,1,40,5.0,9,1,0,83,0
76640,Operations,region_28,Bachelor's,m,sourcing,1,29,5.0,2,1,0,59,0
57877,Technology,region_15,Bachelor's,m,other,1,41,5.0,4,1,0,81,1
66728,Technology,region_28,Bachelor's,m,other,1,29,3.0,4,1,0,74,1
77864,Sales & Marketing,region_7,Master's & above,m,other,1,41,3.0,5,0,0,50,0
77392,Analytics,region_2,Bachelor's,m,sourcing,3,43,5.0,4,1,0,82,0
75234,Sales & Marketing,region_31,Bachelor's,m,sourcing,3,30,1.0,5,0,0,49,0
30817,Legal,region_2,Master's & above,m,sourcing,1,40,1.0,4,1,0,62,0
33747,Sales & Marketing,region_4,Master's & above,m,other,1,46,3.0,17,1,0,51,0
31106,Legal,region_22,Bachelor's,f,other,1,30,5.0,2,1,0,60,0
65453,Sales & Marketing,region_22,Bachelor's,m,other,3,27,4.0,4,0,0,49,0
8162,Operations,region_7,Bachelor's,f,other,1,32,5.0,6,0,0,59,0
27054,Operations,region_15,Master's & above,f,sourcing,2,44,4.0,10,1,0,61,0
52762,Operations,region_23,Bachelor's,f,other,1,31,3.0,7,0,0,62,0
68710,Procurement,region_6,Bachelor's,f,other,1,31,3.0,3,0,0,67,0
38687,Technology,region_2,Bachelor's,m,sourcing,3,36,1.0,4,0,0,81,0
15069,Technology,region_2,Master's & above,m,sourcing,2,40,4.0,13,1,0,81,0
27526,R&D,region_7,Bachelor's,m,other,1,33,,1,1,0,89,0
71394,Operations,region_16,Bachelor's,f,other,1,32,4.0,5,1,0,63,0
37456,Sales & Marketing,region_16,Master's & above,m,other,1,34,1.0,2,1,1,50,0
46405,Operations,region_22,Master's & above,m,other,1,41,3.0,10,1,0,59,0
59343,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,29,4.0,4,1,0,53,0
60267,Technology,region_20,Bachelor's,m,other,1,36,3.0,7,0,0,82,0
47997,Sales & Marketing,region_4,Bachelor's,m,other,1,32,5.0,3,1,0,45,0
71121,Analytics,region_26,Bachelor's,m,sourcing,1,32,3.0,6,1,0,86,0
48522,Technology,region_11,Bachelor's,m,other,1,35,3.0,5,0,0,77,0
61682,Technology,region_2,Master's & above,m,sourcing,2,41,4.0,3,1,0,81,0
41536,Procurement,region_28,Bachelor's,f,sourcing,2,28,4.0,5,0,0,68,0
38970,Sales & Marketing,region_31,Bachelor's,m,other,1,27,,1,1,0,44,0
8619,R&D,region_8,Bachelor's,m,sourcing,1,28,5.0,4,1,0,84,1
77544,Operations,region_13,Bachelor's,m,other,1,34,3.0,7,1,0,62,0
41737,Finance,region_22,Bachelor's,f,other,2,27,4.0,3,1,0,65,0
55336,Operations,region_26,Bachelor's,m,other,2,29,3.0,2,0,0,55,0
23110,Technology,region_7,Bachelor's,f,other,1,32,5.0,5,1,0,80,0
10517,Finance,region_2,Bachelor's,m,other,1,60,3.0,6,0,0,56,0
6993,Sales & Marketing,region_7,Bachelor's,m,other,1,34,5.0,4,1,0,56,0
51325,Sales & Marketing,region_15,Master's & above,m,sourcing,1,31,1.0,3,0,0,49,0
37648,Sales & Marketing,region_20,Bachelor's,m,other,1,29,5.0,5,1,0,48,0
2284,R&D,region_22,Master's & above,m,other,1,35,3.0,5,0,0,81,0
48928,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,34,4.0,7,0,0,49,0
39816,Procurement,region_22,Master's & above,m,other,1,38,2.0,4,0,0,65,0
5013,Operations,region_4,Bachelor's,f,sourcing,1,35,1.0,8,1,0,54,0
70446,Legal,region_22,Bachelor's,m,referred,1,29,,1,0,0,58,0
58007,R&D,region_26,Master's & above,m,sourcing,1,28,2.0,4,1,0,82,0
56330,Technology,region_2,Bachelor's,m,sourcing,3,26,3.0,2,0,0,82,0
50992,R&D,region_2,Master's & above,m,other,1,39,5.0,3,0,0,84,0
29768,Sales & Marketing,region_16,,m,other,1,33,1.0,6,0,0,50,0
18433,Sales & Marketing,region_8,Bachelor's,m,other,1,31,1.0,8,0,0,47,0
57792,Sales & Marketing,region_22,Master's & above,m,sourcing,2,38,5.0,7,1,0,46,0
37382,Sales & Marketing,region_26,,m,other,1,24,3.0,3,0,0,51,0
32473,Operations,region_2,Master's & above,f,sourcing,1,50,4.0,20,0,0,60,0
26556,Procurement,region_22,Master's & above,f,sourcing,1,33,4.0,7,1,1,72,0
4400,Sales & Marketing,region_2,Bachelor's,m,other,1,25,5.0,2,0,0,54,0
75186,Sales & Marketing,region_15,Bachelor's,m,sourcing,3,31,2.0,7,0,0,50,0
55051,Finance,region_22,Bachelor's,f,other,4,27,1.0,2,0,0,55,0
30503,Technology,region_33,Bachelor's,m,other,1,49,4.0,15,0,0,78,0
42629,Analytics,region_32,Bachelor's,m,other,1,28,,1,0,0,84,0
74717,Operations,region_22,Master's & above,m,sourcing,1,48,5.0,7,0,0,62,0
15716,Procurement,region_27,Bachelor's,f,sourcing,1,34,1.0,4,0,0,72,0
43282,Sales & Marketing,region_2,Bachelor's,f,other,1,35,4.0,7,0,0,52,0
26060,Sales & Marketing,region_2,Bachelor's,f,other,1,20,3.0,2,1,0,53,0
57190,Operations,region_22,Bachelor's,m,other,1,36,4.0,8,1,0,61,1
62511,Operations,region_31,Bachelor's,m,other,1,34,1.0,3,0,0,58,0
34684,Procurement,region_2,Bachelor's,m,sourcing,1,37,4.0,3,1,0,66,0
49334,Sales & Marketing,region_22,Bachelor's,m,other,1,28,5.0,4,1,0,49,1
43918,Technology,region_2,Master's & above,m,sourcing,1,59,5.0,18,0,0,79,0
68534,Sales & Marketing,region_25,Master's & above,m,other,1,35,4.0,4,0,0,49,0
36030,Operations,region_7,Bachelor's,f,other,1,44,3.0,11,0,0,63,0
69722,HR,region_31,Master's & above,m,other,1,39,3.0,3,0,0,54,0
29424,Operations,region_15,Master's & above,m,other,1,38,5.0,7,0,0,75,1
55024,Operations,region_2,Bachelor's,f,other,2,56,3.0,8,0,0,60,0
75315,Technology,region_14,Bachelor's,m,other,1,55,4.0,6,1,0,76,0
27453,Operations,region_2,Bachelor's,m,other,1,41,5.0,12,1,0,59,0
19818,Sales & Marketing,region_27,Bachelor's,f,sourcing,1,33,1.0,4,0,0,53,0
31737,Technology,region_33,Master's & above,m,other,1,34,2.0,7,0,0,74,0
29987,Technology,region_13,Bachelor's,f,sourcing,1,26,3.0,3,1,0,84,0
56833,Sales & Marketing,region_21,Bachelor's,m,other,1,41,5.0,12,1,0,52,0
3600,R&D,region_31,Master's & above,m,sourcing,1,37,5.0,8,0,0,84,0
35203,HR,region_22,Master's & above,m,sourcing,1,33,4.0,5,0,0,45,0
59447,Operations,region_20,Bachelor's,m,other,2,34,3.0,6,0,0,57,0
64246,Sales & Marketing,region_13,,m,sourcing,1,46,3.0,13,0,0,49,0
69825,HR,region_2,Master's & above,m,other,1,50,5.0,16,1,0,45,1
42553,Sales & Marketing,region_5,Bachelor's,m,sourcing,1,35,3.0,8,0,0,53,0
26720,Analytics,region_27,,m,sourcing,1,31,3.0,3,1,0,97,1
64126,Sales & Marketing,region_9,Bachelor's,m,other,1,35,1.0,9,0,0,45,0
77980,Technology,region_16,Master's & above,f,other,1,36,3.0,9,0,0,76,0
20790,Sales & Marketing,region_10,Bachelor's,m,sourcing,1,31,2.0,7,0,1,50,0
68258,Technology,region_4,Bachelor's,f,other,1,29,3.0,3,0,0,80,0
14528,Procurement,region_2,Bachelor's,m,other,2,41,3.0,7,1,0,69,0
23968,Sales & Marketing,region_13,Master's & above,m,other,1,38,5.0,3,0,0,46,0
26906,Technology,region_2,,f,other,1,51,3.0,7,0,0,80,0
61638,Sales & Marketing,region_16,Master's & above,m,sourcing,1,33,4.0,3,1,0,51,0
76744,Operations,region_4,Master's & above,m,other,1,50,3.0,21,0,0,60,0
39185,Procurement,region_5,Master's & above,m,other,1,39,3.0,3,0,0,67,0
71439,Operations,region_2,Bachelor's,f,sourcing,2,31,3.0,3,0,0,59,0
31498,Procurement,region_8,Bachelor's,f,other,1,34,5.0,6,1,0,65,0
57272,Sales & Marketing,region_22,Bachelor's,m,other,3,30,4.0,6,0,0,50,0
2557,Operations,region_11,Master's & above,m,sourcing,1,35,3.0,3,0,0,58,0
59393,Sales & Marketing,region_10,Bachelor's,m,sourcing,1,38,3.0,3,1,0,47,0
425,Procurement,region_33,Bachelor's,f,sourcing,1,32,2.0,5,0,0,67,0
10070,Technology,region_32,Bachelor's,m,sourcing,1,30,,1,0,0,83,0
49634,Sales & Marketing,region_22,Bachelor's,f,other,2,28,,1,0,0,49,0
64215,Procurement,region_29,Bachelor's,m,other,1,31,3.0,5,0,0,71,0
70392,Operations,region_15,Bachelor's,m,referred,1,35,4.0,4,0,0,61,0
37791,Operations,region_15,Bachelor's,m,other,1,32,5.0,4,1,0,59,0
6144,HR,region_22,Below Secondary,f,other,1,23,,1,1,0,48,0
71025,HR,region_22,Bachelor's,m,other,1,25,5.0,2,0,0,52,0
49990,Sales & Marketing,region_23,Bachelor's,f,other,1,32,4.0,7,0,0,52,0
66705,Procurement,region_2,Bachelor's,f,sourcing,1,42,1.0,4,0,0,70,0
22895,Operations,region_4,Master's & above,f,sourcing,2,37,3.0,3,1,0,59,0
61242,Sales & Marketing,region_1,Master's & above,m,other,1,31,5.0,3,1,0,50,0
30313,Analytics,region_2,Master's & above,m,other,3,48,3.0,7,0,0,82,0
5818,Sales & Marketing,region_16,Bachelor's,m,sourcing,2,24,,1,0,1,51,0
47373,Sales & Marketing,region_16,Bachelor's,m,other,1,30,4.0,5,0,0,49,0
30087,R&D,region_2,Master's & above,m,sourcing,1,46,5.0,13,1,0,83,0
67916,Operations,region_31,Bachelor's,m,other,1,31,3.0,3,0,0,62,0
25259,Operations,region_27,Bachelor's,m,sourcing,1,31,4.0,5,0,0,61,0
6226,Legal,region_25,Bachelor's,m,sourcing,1,32,3.0,4,1,0,52,0
5066,HR,region_22,Master's & above,f,other,1,31,4.0,3,0,0,48,0
74309,Operations,region_2,Bachelor's,m,sourcing,1,37,5.0,7,0,0,56,0
76551,Analytics,region_26,Bachelor's,m,other,1,33,4.0,7,0,0,80,0
10806,Operations,region_19,Bachelor's,f,sourcing,1,39,4.0,2,1,0,62,0
54919,Operations,region_22,Bachelor's,f,sourcing,1,36,5.0,7,1,0,54,0
39759,Procurement,region_12,Bachelor's,m,sourcing,1,33,3.0,9,0,0,69,0
69828,Technology,region_7,Bachelor's,m,other,2,29,3.0,4,0,0,76,0
62598,Finance,region_7,Below Secondary,f,other,1,24,3.0,2,0,0,52,0
75153,Analytics,region_2,Master's & above,m,other,1,48,4.0,14,0,0,80,0
72978,Sales & Marketing,region_8,Bachelor's,m,other,1,27,5.0,2,1,0,48,0
69425,Sales & Marketing,region_7,Bachelor's,m,other,2,27,,1,0,0,51,0
18183,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,50,3.0,7,0,0,49,0
41483,HR,region_2,,f,sourcing,1,28,2.0,5,0,0,49,0
36058,Finance,region_8,Bachelor's,m,other,1,30,3.0,4,1,0,57,0
58246,Operations,region_26,Bachelor's,m,other,2,44,4.0,2,0,0,56,0
39413,Analytics,region_11,Bachelor's,m,sourcing,1,30,4.0,4,0,0,87,0
36686,Sales & Marketing,region_31,Bachelor's,m,other,1,35,4.0,7,1,0,59,1
28409,Operations,region_2,Bachelor's,m,other,2,46,2.0,13,0,0,60,0
58532,Procurement,region_13,Master's & above,m,other,2,30,3.0,3,1,0,67,0
65860,Sales & Marketing,region_30,Master's & above,m,other,1,35,5.0,7,0,0,54,0
70459,Legal,region_2,Bachelor's,m,sourcing,1,26,,1,0,0,60,0
49802,Sales & Marketing,region_13,Master's & above,m,sourcing,1,36,5.0,11,0,0,51,0
13753,Operations,region_22,Master's & above,f,other,1,40,4.0,5,1,0,57,0
43432,Technology,region_15,Bachelor's,m,sourcing,3,32,3.0,4,1,0,77,1
47721,R&D,region_22,Bachelor's,m,other,3,31,5.0,6,1,0,82,0
17291,Sales & Marketing,region_26,Bachelor's,f,sourcing,1,36,1.0,4,1,0,49,0
15066,Procurement,region_22,Master's & above,m,sourcing,1,42,3.0,17,0,0,82,1
13446,Analytics,region_22,Bachelor's,m,other,1,43,4.0,5,0,0,89,0
23691,R&D,region_22,Bachelor's,m,sourcing,2,29,1.0,4,1,0,86,0
390,Operations,region_22,Bachelor's,f,sourcing,1,25,3.0,2,0,0,60,0
42446,Analytics,region_2,Master's & above,m,other,1,34,1.0,2,1,0,81,0
47027,Analytics,region_13,Master's & above,m,sourcing,1,32,5.0,4,1,0,82,0
22544,Finance,region_28,Bachelor's,m,other,2,30,3.0,7,0,0,89,1
46535,HR,region_2,Bachelor's,f,other,1,23,,1,0,0,49,0
26290,Operations,region_4,Bachelor's,m,other,1,27,5.0,3,1,0,63,0
49375,Operations,region_2,Bachelor's,f,sourcing,1,41,3.0,10,0,0,72,1
34758,Sales & Marketing,region_7,Master's & above,m,sourcing,1,44,5.0,10,1,0,48,0
32447,Operations,region_23,Bachelor's,m,other,1,35,3.0,7,0,0,63,0
14304,Technology,region_31,Bachelor's,m,other,1,48,3.0,7,0,0,74,0
68013,Sales & Marketing,region_7,Master's & above,m,other,3,37,3.0,10,0,0,49,0
61084,Technology,region_2,,m,other,1,38,1.0,7,0,0,84,0
52798,Sales & Marketing,region_2,Master's & above,f,other,1,35,5.0,2,0,0,52,0
76278,Technology,region_13,Master's & above,f,sourcing,1,38,4.0,8,0,0,80,0
28941,Operations,region_11,Master's & above,m,other,1,56,3.0,13,0,0,55,0
27795,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,29,2.0,9,0,0,65,1
24386,Technology,region_28,Master's & above,f,other,2,32,2.0,8,0,0,78,0
40265,Sales & Marketing,region_14,Bachelor's,m,sourcing,3,27,,1,0,0,50,0
58207,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,41,1.0,6,0,0,51,0
38448,Legal,region_26,Bachelor's,m,sourcing,1,27,3.0,2,0,0,57,0
10093,Technology,region_2,Bachelor's,m,sourcing,1,51,4.0,16,0,0,83,0
37187,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,44,3.0,12,0,0,51,0
37794,Operations,region_19,Master's & above,f,sourcing,1,36,1.0,9,0,0,61,0
9902,Operations,region_22,Master's & above,m,sourcing,1,54,5.0,15,1,0,64,0
69525,Sales & Marketing,region_2,Bachelor's,m,other,2,41,4.0,8,0,0,51,0
68771,Operations,region_2,,f,sourcing,1,30,1.0,3,0,0,65,0
59441,Finance,region_9,Bachelor's,m,other,1,30,5.0,4,1,0,63,0
