NQUEST,ANASC,ETA,Q
686163,1934,70,3
686163,1933,71,3
686168,1939,65,3
686168,1912,92,3
686171,1953,51,2
686171,1987,17,3
686172,1954,50,1
686172,1956,48,1
686172,1979,25,3
686172,1986,18,3
686172,1921,83,3
686173,1950,54,1
686173,1979,25,3
686174,1924,80,3
686175,1929,75,3
686178,1958,46,3
686178,1952,52,1
686178,1979,25,3
686178,1981,23,3
686183,1958,46,1
686183,1957,47,1
686183,1988,16,3
686184,1936,68,3
686184,1945,59,3
686185,1958,46,1
686185,1988,16,3
686187,1932,72,3
686187,1933,71,3
686187,1971,33,1
686188,1931,73,3
686189,1972,32,1
686189,1981,23,3
686190,1944,60,3
686190,1941,63,3
686190,1968,36,1
686190,1973,31,3
686194,1930,74,3
686195,1924,80,3
686198,1959,45,2
686199,1971,33,3
686199,1972,32,2
686199,1999,5,3
686199,2000,4,3
686200,1969,35,1
686200,1963,41,2
686200,1997,7,3
686200,2002,2,3
686201,1951,53,3
686201,1947,57,3
686201,1976,28,1
686201,1979,25,1
686201,1983,21,3
686201,1985,19,3
686201,1988,16,3
686202,1968,36,2
686202,1939,65,1
686202,1974,30,3
686204,1974,30,1
686204,1972,32,1
686204,2003,1,3
686205,1947,57,1
686205,1950,54,3
686205,1972,32,3
686205,1974,30,3
686206,1940,64,3
686206,1942,62,3
686207,1966,38,3
686207,1967,37,1
686207,1995,9,3
686207,1997,7,3
686208,1972,32,1
686208,1982,22,3
686208,2003,1,3
686209,1919,85,3
686210,1973,31,2
686210,1973,31,1
686210,2003,1,3
686211,1979,25,1
686212,1962,42,3
686212,1982,22,3
686212,1984,20,3
686212,1992,12,3
686218,1949,55,1
686220,1945,59,3
686220,1924,80,3
686221,1963,41,1
686221,1964,40,1
686221,1985,19,1
686221,1996,8,3
686223,1965,39,1
686223,1970,34,1
686223,1998,6,3
686223,2001,3,3
686224,1960,44,1
686224,1937,67,3
686224,1966,38,1
686224,1990,14,3
686224,1994,10,3
686224,2000,4,3
686225,1962,42,1
686225,1961,43,1
686225,1995,9,3
686225,1997,7,3
686226,1945,59,3
686226,1942,62,1
686227,1941,63,1
686227,1943,61,3
686228,1931,73,3
686229,1940,64,3
686229,1941,63,3
686230,1969,35,1
686230,1964,40,1
686232,1953,51,1
686232,1927,77,3
686233,1963,41,2
686233,1928,76,3
686233,1930,74,3
686234,1968,36,1
686234,1969,35,3
686234,1999,5,3
686234,2003,1,3
686235,1965,39,1
686236,1939,65,3
686236,1929,75,3
686237,1938,66,3
686238,1962,42,1
686238,1957,47,1
686238,1990,14,3
686238,1992,12,3
686239,1921,83,3
686239,1928,76,3
686240,1979,25,3
686241,1932,72,3
686241,1935,69,3
686242,1933,71,3
686243,1966,38,1
686243,1965,39,1
686243,1993,11,3
686243,2002,2,3
686244,1966,38,1
686244,2004,0,3
686245,1958,46,1
686245,1978,26,3
686246,1958,46,1
686247,1957,47,1
686247,1984,20,3
686247,1987,17,3
686248,1970,34,1
686249,1939,65,3
686249,1944,60,3
686249,1978,26,3
686251,1933,71,3
686252,1951,53,3
686252,1955,49,1
686252,1981,23,3
686253,1960,44,1
686253,1985,19,3
686255,1950,54,1
686255,1954,50,3
686255,1974,30,3
686256,1964,40,3
686257,1958,46,1
686257,1959,45,3
686257,1997,7,3
686259,1945,59,3
686259,1937,67,3
686259,1974,30,1
686263,1956,48,1
686263,1960,44,3
686263,1984,20,3
686263,1990,14,3
686272,1969,35,2
686272,1970,34,3
686272,1999,5,3
686272,2001,3,3
686273,1967,37,2
686276,1915,89,3
686277,1922,82,3
686278,1935,69,3
686278,1938,66,3
686281,1957,47,1
686282,1964,40,1
686282,1968,36,1
686282,1996,8,3
686282,2000,4,3
686283,1961,43,2
686283,1976,28,3
686283,2001,3,3
686283,2004,0,3
686284,1945,59,3
686284,1943,61,3
686284,1971,33,3
686285,1955,49,1
686285,1964,40,2
686286,1926,78,3
686286,1932,72,3
686287,1955,49,1
686287,1930,74,3
686287,1975,29,3
686287,1980,24,3
686288,1960,44,2
686289,1955,49,1
686289,1949,55,1
686290,1960,44,3
686290,1955,49,1
686290,1985,19,3
686291,1955,49,2
686291,1958,46,3
686291,1980,24,3
686292,1942,62,3
686292,1941,63,3
686293,1941,63,3
686293,1932,72,3
686294,1935,69,3
686303,1939,65,3
686303,1942,62,3
686303,1968,36,1
686304,1964,40,1
686304,1963,41,1
686304,1928,76,3
686308,1954,50,3
686308,1979,25,3
686310,1968,36,1
686310,1973,31,2
686310,2004,0,3
686311,1952,52,2
686311,1956,48,1
686311,1985,19,3
686311,1990,14,3
686311,1992,12,3
686311,1925,79,3
686312,1935,69,3
686312,1941,63,3
686312,1968,36,1
686313,1936,68,3
686314,1938,66,3
686314,1915,89,3
686315,1929,75,3
686315,1939,65,3
686315,1922,82,3
686316,1936,68,3
686316,1939,65,3
686317,1927,77,3
686317,1921,83,3
686318,1960,44,1
686318,1965,39,3
686318,1990,14,3
686318,1993,11,3
686318,1996,8,3
686319,1940,64,1
686320,1963,41,1
686320,1972,32,3
686320,1994,10,3
686320,1996,8,3
686320,1999,5,3
686321,1913,91,3
686321,1935,69,3
686322,1935,69,3
686322,1936,68,3
686323,1940,64,3
686323,1945,59,3
686325,1927,77,3
686326,1958,46,3
686326,1982,22,1
686326,1986,18,1
686327,1968,36,1
686327,1974,30,3
686332,1923,81,3
686332,1927,77,3
686348,1984,20,3
686349,1975,29,1
686373,1976,28,1
686373,1975,29,1
686374,1980,24,1
686390,1938,66,3
686390,1968,36,2
686391,1943,61,3
686391,1945,59,3
686391,1979,25,1
686391,1912,92,3
686392,1936,68,3
686392,1934,70,3
686392,1969,35,3
686393,1938,66,3
686393,1934,70,3
686397,1980,24,2
686397,1977,27,1
686397,2003,1,3
686404,1969,35,1
686404,1971,33,1
686404,2004,0,3
686409,1941,63,3
686409,1948,56,2
686409,1977,27,2
686411,1921,83,3
686413,1963,41,1
686413,1964,40,3
686413,2001,3,3
686415,1967,37,1
686415,1992,12,3
686415,1995,9,3
686416,1942,62,1
686416,1952,52,3
686416,1968,36,3
686416,1972,32,3
686416,1913,91,3
686417,1959,45,3
686417,1960,44,1
686417,1982,22,3
686417,1989,15,3
686417,1994,10,3
686418,1934,70,3
686419,1950,54,1
686420,1928,76,3
686422,1926,78,3
686423,1938,66,3
686423,1944,60,3
686424,1967,37,2
686425,1944,60,3
686425,1937,67,3
686425,1966,38,2
686427,1967,37,1
686427,1940,64,3
686427,1963,41,1
686428,1930,74,3
686429,1933,71,3
686430,1946,58,2
686430,1955,49,2
686430,1979,25,1
686430,1985,19,1
686431,1947,57,3
686431,1952,52,3
686431,1979,25,2
686431,1981,23,2
686433,1936,68,3
686433,1943,61,3
686433,1974,30,2
686433,1982,22,3
686435,1965,39,1
686436,1955,49,2
686436,1959,45,3
686436,1981,23,3
686436,1985,19,3
686436,1980,24,1
686436,2002,2,3
686437,1950,54,3
686437,1952,52,3
686437,1982,22,3
686438,1942,62,2
686438,1948,56,3
686438,1972,32,3
686439,1947,57,3
686439,1943,61,3
686441,1940,64,3
686441,1945,59,3
686443,1973,31,1
686443,1983,21,3
686444,1919,85,3
686444,1921,83,3
686448,1932,72,3
686449,1922,82,3
686451,1948,56,3
686451,1948,56,3
686451,1938,66,3
686453,1932,72,3
686453,1969,35,1
686454,1963,41,3
686454,1963,41,2
686454,1985,19,2
686454,1989,15,3
686454,1999,5,3
686455,1968,36,3
686455,1954,50,1
686455,1982,22,3
686455,1984,20,3
686456,1912,92,3
686457,1916,88,3
686492,1960,44,1
686492,1959,45,1
686492,1995,9,3
686493,1935,69,3
686493,1939,65,3
686494,1948,56,1
686494,1942,62,3
686494,1922,82,3
686495,1944,60,3
686496,1947,57,3
686496,1975,29,1
686496,2004,0,3
686497,1982,22,1
686498,1930,74,3
686498,1934,70,3
686499,1960,44,1
686500,1961,43,1
686500,1966,38,3
686500,1993,11,3
686500,1996,8,3
686501,1938,66,3
686502,1967,37,1
686502,1970,34,1
686502,2002,2,3
686503,1967,37,1
686503,1968,36,1
686504,1931,73,3
686505,1938,66,3
686505,1946,58,3
686507,1937,67,3
686507,1939,65,3
686508,1939,65,3
686509,1930,74,3
686509,1932,72,3
686511,1942,62,1
686511,1951,53,3
686511,1975,29,1
686511,1975,29,1
686512,1944,60,3
686512,1916,88,3
686512,1938,66,3
686512,1976,28,3
686512,1978,26,1
686513,1940,64,3
686513,1943,61,3
686514,1929,75,3
686515,1965,39,2
686516,1943,61,3
686517,1954,50,1
686517,1952,52,1
686517,1987,17,3
686518,1958,46,3
686518,1960,44,1
686518,1988,16,3
686519,1977,27,1
686519,1939,65,3
686519,1941,63,3
686521,1928,76,3
686522,1925,79,3
686523,1933,71,3
686523,1937,67,3
686524,1928,76,3
686525,1954,50,1
686525,1954,50,1
686525,1976,28,1
686525,1985,19,1
686526,1931,73,3
686526,1929,75,3
686527,1932,72,3
686528,1962,42,1
686528,1982,22,1
686528,1985,19,3
686529,1952,52,1
686530,1951,53,3
686530,1953,51,1
686530,1925,79,3
686530,1978,26,3
686530,1981,23,3
686532,1941,63,3
686532,1937,67,3
686533,1960,44,1
686533,1953,51,2
686533,1987,17,3
686533,1990,14,3
686534,1970,34,3
686534,1971,33,3
686534,1990,14,3
686534,1992,12,3
686534,1997,7,3
686535,1946,58,3
686535,1951,53,2
686535,1921,83,3
686537,1950,54,2
686537,1949,55,2
686538,1926,78,3
686540,1920,84,3
686541,1974,30,1
686542,1970,34,1
686543,1940,64,1
686544,1964,40,1
686545,1940,64,1
686546,1960,44,1
686546,1985,19,3
686549,1929,75,3
686549,1936,68,3
686549,1966,38,1
686549,1967,37,1
686552,1943,61,3
686552,1944,60,3
686555,1927,77,3
686557,1941,63,3
686558,1941,63,3
686558,1945,59,3
686559,1922,82,3
686560,1940,64,3
686561,1949,55,3
686561,1945,59,1
686561,1971,33,1
686562,1936,68,3
686562,1939,65,3
686562,1971,33,1
686567,1940,64,3
686567,1935,69,3
686569,1940,64,2
686569,1943,61,3
686570,1948,56,3
686570,1948,56,1
686570,1972,32,2
686570,1976,28,2
686571,1953,51,1
686571,1977,27,1
686572,1947,57,3
686572,1941,63,3
686573,1956,48,3
686573,1950,54,1
686573,1988,16,3
686574,1964,40,3
686574,1960,44,1
686574,1994,10,3
686576,1945,59,1
686576,1944,60,2
686577,1975,29,2
686578,1925,79,3
686579,1938,66,3
686580,1939,65,3
686581,1930,74,3
686584,1939,65,3
686584,1975,29,3
686587,1933,71,3
686590,1954,50,3
686590,1949,55,1
686590,1985,19,3
686592,1931,73,3
686595,1923,81,3
686596,1936,68,3
686597,1919,85,3
686598,1975,29,2
686599,1976,28,1
686601,1925,79,3
686601,1965,39,3
686602,1922,82,3
686603,1970,34,3
686603,1970,34,3
686603,1998,6,3
686604,1935,69,3
686605,1961,43,2
686605,1966,38,3
686605,1995,9,3
686605,1999,5,3
686607,1923,81,3
686607,1929,75,3
686607,1956,48,2
686608,1940,64,3
686608,1949,55,3
686609,1948,56,3
686609,1943,61,3
686610,1929,75,3
686611,1972,32,1
686612,1960,44,1
686613,1947,57,3
686614,1942,62,3
686614,1945,59,3
686614,1983,21,3
686615,1946,58,3
686615,1943,61,3
686615,1970,34,1
686615,1975,29,1
686616,1963,41,3
686616,1963,41,2
686616,1989,15,3
686616,1992,12,3
686618,1923,81,3
686618,1928,76,3
686619,1979,25,3
686622,1936,68,3
686623,1969,35,2
686623,1972,32,3
686623,1991,13,3
686623,1993,11,3
686623,1998,6,3
686629,1928,76,3
686629,1932,72,3
686634,1970,34,1
686634,1981,23,1
686634,2001,3,3
686634,2004,0,3
686634,1988,16,3
686637,1945,59,2
686637,1940,64,2
686637,1970,34,1
686637,1976,28,1
686640,1944,60,3
686641,1939,65,2
686641,1938,66,3
686642,1965,39,1
686642,1964,40,2
686642,2002,2,3
686643,1944,60,3
686643,1953,51,3
686643,1984,20,3
686644,1972,32,1
686644,1971,33,1
686644,2002,2,3
686645,1946,58,3
686645,1987,17,3
686646,1950,54,1
686646,1950,54,1
686646,1979,25,1
686646,1988,16,3
686646,1993,11,3
686647,1956,48,2
686647,1955,49,2
686647,1982,22,3
686647,1987,17,3
686648,1965,39,1
686648,1963,41,1
686648,1986,18,3
686650,1928,76,3
686651,1928,76,3
686653,1957,47,1
686653,1957,47,1
686653,1987,17,3
686654,1962,42,1
686655,1940,64,3
686655,1964,40,1
686656,1926,78,3
686657,1953,51,1
686657,1952,52,2
686657,1982,22,3
686657,1987,17,3
686658,1944,60,1
686659,1937,67,3
686659,1943,61,3
686660,1924,80,3
686660,1960,44,1
686661,1951,53,3
686661,1943,61,3
686661,1978,26,1
686661,1981,23,3
686661,1983,21,1
686673,1935,69,3
686674,1961,43,2
686675,1950,54,1
686676,1958,46,1
686676,1958,46,3
686676,1985,19,3
686676,1991,13,3
686678,1931,73,3
686678,1953,51,3
686694,1913,91,3
686694,1920,84,3
686701,1965,39,3
686701,1964,40,1
686701,1994,10,3
686701,1998,6,3
686702,1940,64,3
686702,1939,65,3
686703,1965,39,1
686703,1966,38,1
686703,1995,9,3
686704,1950,54,1
686704,1953,51,3
686705,1950,54,1
686708,1929,75,3
686712,1949,55,1
686713,1920,84,3
686714,1934,70,1
686715,1959,45,1
686716,1920,84,3
686717,1961,43,3
686717,1985,19,1
686717,1998,6,3
686718,1969,35,1
686718,1968,36,1
686718,1990,14,3
686718,1995,9,3
686718,1995,9,3
686718,1995,9,3
686723,1926,78,3
686726,1948,56,3
686728,1933,71,3
686728,1971,33,3
686729,1942,62,3
686729,1943,61,3
686730,1970,34,1
686730,1967,37,1
686730,2000,4,3
686730,2004,0,3
686731,1963,41,1
686731,1966,38,3
686731,1988,16,3
686731,1990,14,3
686731,1996,8,3
686731,2004,0,3
686733,1976,28,1
686734,1968,36,1
686734,1964,40,1
686734,1992,12,3
686735,1960,44,1
686735,1964,40,1
686735,1992,12,3
686736,1940,64,3
686736,1943,61,3
686739,1940,64,3
686739,1943,61,3
686741,1974,30,1
686742,1950,54,2
686742,1953,51,3
686742,1977,27,1
686743,1933,71,3
686744,1928,76,3
686744,1930,74,3
686745,1974,30,1
686745,1970,34,1
686746,1940,64,3
686746,1942,62,3
686747,1954,50,3
686747,1950,54,1
686748,1964,40,1
686749,1966,38,1
686749,1970,34,3
686750,1976,28,1
686751,1945,59,3
686751,1932,72,3
686751,1975,29,2
686753,1937,67,3
686753,1949,55,1
686753,1986,18,3
686754,1943,61,3
686754,1948,56,1
686754,1982,22,1
686755,1940,64,3
686755,1937,67,3
686756,1941,63,1
686756,1947,57,1
686757,1945,59,1
686757,1949,55,1
686757,1976,28,1
686757,1989,15,3
686759,1944,60,3
686759,1946,58,3
686759,1971,33,3
686759,1972,32,2
686760,1934,70,3
686760,1931,73,3
686761,1941,63,2
686761,1946,58,3
686761,1978,26,3
686761,1981,23,3
686761,1984,20,3
686762,1959,45,1
686762,1958,46,2
686762,1991,13,3
686762,1993,11,3
686763,1962,42,2
686763,1963,41,2
686763,1996,8,3
686763,2001,3,3
686764,1958,46,2
686764,1949,55,3
686764,1984,20,3
686764,1986,18,3
686764,1998,6,3
686765,1962,42,3
686765,1958,46,1
686765,1983,21,3
686765,1989,15,3
686782,1932,72,3
686788,1939,65,3
686794,1950,54,1
686795,1968,36,1
686795,1990,14,3
686797,1979,25,1
686797,1983,21,3
686800,1930,74,3
686801,1968,36,3
686802,1979,25,1
686802,1980,24,1
686803,1942,62,3
686804,1965,39,1
686805,1941,63,3
686805,1915,89,3
686805,1940,64,3
686806,1949,55,2
686806,1968,36,3
686806,1992,12,3
686807,1944,60,3
686807,1964,40,3
686807,1985,19,3
686807,1989,15,3
686808,1960,44,1
686808,1967,37,1
686809,1935,69,3
686810,1938,66,3
686811,1951,53,1
686811,1951,53,3
686811,1977,27,1
686811,1980,24,1
686811,1987,17,3
686817,1964,40,3
686817,1963,41,2
686817,1997,7,3
686818,1930,74,3
686818,1967,37,1
686818,1971,33,2
686819,1957,47,1
686819,1931,73,3
686819,1962,42,3
686820,1953,51,1
686822,1955,49,1
686822,1960,44,3
686822,1990,14,3
686823,1959,45,2
686828,1968,36,3
686828,1940,64,3
686829,1923,81,3
686831,1932,72,3
686831,1932,72,3
686832,1929,75,3
686832,1966,38,3
686833,1928,76,3
686833,1935,69,3
686837,1961,43,1
686837,1974,30,3
686837,2000,4,3
686838,1962,42,1
686838,1963,41,3
686838,1987,17,3
686838,1989,15,3
686838,1999,5,3
686839,1942,62,2
686839,1946,58,3
686839,1977,27,1
686841,1928,76,3
686841,1925,79,3
686844,1954,50,3
686844,1955,49,2
686844,1979,25,3
686846,1961,43,1
686846,1970,34,3
686846,1998,6,3
686846,1998,6,3
686847,1972,32,1
686847,1974,30,1
686849,1957,47,2
686849,1957,47,3
686849,1921,83,3
686849,1988,16,3
686850,1972,32,1
686850,1971,33,1
686850,1944,60,3
686850,2001,3,3
686851,1957,47,2
686851,1962,42,3
686851,1987,17,3
686851,1989,15,3
686852,1955,49,2
686852,1956,48,3
686853,1970,34,1
686853,1969,35,3
686853,2003,1,3
686856,1939,65,3
686856,1952,52,1
686857,1913,91,3
686857,1946,58,1
686859,1940,64,3
686859,1951,53,3
686859,1991,13,3
686862,1926,78,3
686862,1928,76,3
686863,1928,76,3
686863,1935,69,3
686864,1931,73,3
686864,1937,67,3
686865,1974,30,3
686865,1940,64,3
686865,1940,64,3
686866,1968,36,3
686866,1963,41,2
686866,1991,13,3
686866,1994,10,3
686867,1928,76,3
686867,1914,90,3
686868,1943,61,3
686868,1970,34,1
686868,1972,32,3
686868,1979,25,3
686869,1932,72,3
686869,1934,70,3
686869,1966,38,1
686869,1971,33,2
686870,1942,62,3
686876,1939,65,3
686876,1939,65,3
686877,1980,24,1
686880,1946,58,3
686880,1950,54,3
686881,1944,60,3
686881,1945,59,3
686882,1946,58,2
686882,1942,62,3
686883,1934,70,3
686884,1950,54,1
686885,1946,58,1
686886,1920,84,3
686887,1947,57,1
686887,1953,51,3
686887,1990,14,3
686888,1956,48,1
686888,1961,43,3
686888,1984,20,2
686888,1986,18,3
686890,1965,39,1
686890,1967,37,2
686890,1998,6,3
686891,1926,78,3
686892,1937,67,3
686892,1939,65,3
686893,1932,72,3
686893,1937,67,3
686894,1940,64,3
686894,1968,36,3
686895,1948,56,1
686896,1961,43,1
686896,1968,36,3
686896,1992,12,3
686898,1930,74,3
686904,1946,58,1
686905,1930,74,3
686905,1933,71,3
686910,1985,19,3
686910,1959,45,1
686910,1962,42,3
686910,1987,17,3
686911,1953,51,3
686911,1961,43,1
686911,1995,9,3
686912,1960,44,1
686912,1945,59,1
686912,1983,21,3
686912,1986,18,3
686913,1940,64,3
686913,1939,65,3
686914,1960,44,1
686914,1970,34,3
686915,1936,68,3
686915,1941,63,3
686916,1939,65,3
686917,1948,56,3
686918,1948,56,2
686918,1959,45,3
686918,1998,6,3
686919,1971,33,1
686919,1976,28,1
686919,1996,8,3
686919,1997,7,3
686920,1916,88,3
686921,1919,85,3
686923,1926,78,3
686924,1917,87,3
686925,1934,70,3
686925,1940,64,3
686925,1967,37,1
686925,1977,27,1
686926,1937,67,3
686928,1912,92,3
686929,1947,57,3
686929,1947,57,3
686929,1982,22,3
686930,1935,69,3
686930,1936,68,3
686932,1968,36,1
686932,1965,39,1
686933,1975,29,1
686934,1979,25,1
686936,1953,51,1
686937,1956,48,1
686938,1940,64,3
686938,1968,36,1
686939,1925,79,3
686940,1942,62,3
686940,1941,63,3
686941,1958,46,1
686941,1958,46,1
686941,1984,20,3
686941,1991,13,3
686941,1998,6,3
686942,1960,44,1
686942,1964,40,3
686942,1989,15,3
686942,1991,13,3
686942,1992,12,3
686942,1995,9,3
686943,1935,69,3
686943,1942,62,3
686943,1967,37,3
686943,1972,32,1
686944,1950,54,1
686944,1948,56,3
686944,1919,85,3
686944,1980,24,3
686944,1975,29,1
686945,1945,59,3
686945,1944,60,3
686946,1947,57,1
686950,1970,34,1
686952,1960,44,1
686952,1965,39,1
686952,1995,9,3
686952,1997,7,3
686954,1961,43,1
686955,1940,64,3
686955,1941,63,3
686956,1942,62,3
686956,1946,58,3
686957,1930,74,3
686959,1917,87,3
686959,1919,85,3
686960,1949,55,3
686960,1952,52,1
686960,1985,19,3
686961,1980,24,3
686961,1983,21,3
686962,1958,46,2
686964,1957,47,1
686965,1971,33,1
686966,1961,43,1
686969,1941,63,3
686970,1964,40,1
686970,1980,24,3
686971,1978,26,1
686971,1980,24,3
686972,1934,70,3
686972,1937,67,3
686972,1975,29,3
686973,1931,73,3
686973,1930,74,3
686974,1921,83,3
686975,1920,84,3
686976,1951,53,3
686976,1967,37,2
686976,1976,28,1
686976,2001,3,3
686976,2004,0,3
686977,1935,69,3
686979,1923,81,3
686980,1973,31,3
686980,1972,32,2
686980,1999,5,3
686980,2000,4,3
686981,1924,80,3
686981,1930,74,3
686982,1944,60,3
686982,1951,53,3
686983,1940,64,1
686983,1946,58,1
686983,1973,31,2
686991,1935,69,3
686992,1929,75,3
686993,1950,54,2
686994,1962,42,2
686995,1975,29,1
686996,1936,68,3
686997,1935,69,3
686998,1962,42,1
686998,1963,41,3
686999,1960,44,1
686999,1986,18,3
687000,1957,47,1
687000,1965,39,3
687001,1950,54,2
687001,1956,48,1
687001,1987,17,3
687002,1946,58,3
687002,1950,54,3
687002,1973,31,1
687002,1989,15,3
687002,1989,15,3
687003,1959,45,2
687003,1928,76,3
687003,1960,44,3
687003,1984,20,3
687003,1988,16,3
687004,1929,75,3
687005,1927,77,3
687005,1929,75,3
687005,1966,38,3
687006,1928,76,3
687007,1933,71,3
687008,1962,42,1
687008,1964,40,3
687009,1930,74,3
687010,1917,87,3
687011,1974,30,1
687011,1962,42,1
687012,1937,67,3
687013,1953,51,1
687014,1923,81,3
687015,1944,60,3
687015,1943,61,3
687015,1969,35,1
687016,1939,65,3
687016,1960,44,1
687016,1966,38,1
687017,1936,68,3
687017,1938,66,3
687018,1929,75,3
687018,1939,65,3
687019,1935,69,3
687019,1929,75,3
687020,1943,61,3
687020,1951,53,1
687020,1976,28,1
687020,1978,26,1
687021,1963,41,1
687021,1971,33,3
687021,1997,7,3
687022,1965,39,1
687022,1964,40,1
687023,1957,47,2
687023,1958,46,2
687023,1984,20,1
687024,1946,58,3
687024,1945,59,3
687024,1971,33,1
687024,1979,25,1
687025,1937,67,3
687026,1940,64,3
687028,1940,64,3
687028,1961,43,1
687028,1963,41,1
687028,1967,37,3
687029,1957,47,1
687029,1984,20,3
687029,1931,73,3
687029,1931,73,3
687030,1944,60,3
687030,1947,57,1
687031,1942,62,1
687031,1958,46,1
687031,1980,24,1
687031,1981,23,1
687032,1959,45,1
687033,1931,73,3
687034,1930,74,3
687034,1943,61,3
687034,1975,29,3
687035,1928,76,3
687037,1976,28,3
687037,1965,39,2
687037,1995,9,3
687038,1957,47,3
687038,1958,46,1
687038,1994,10,3
687039,1932,72,3
687039,1929,75,3
687040,1922,82,3
687043,1961,43,3
687043,1948,56,2
687043,1981,23,1
687043,1981,23,1
687043,1991,13,3
687043,2003,1,3
687046,1924,80,3
687047,1968,36,3
687047,1968,36,3
687048,1946,58,1
687048,1956,48,3
687048,1987,17,3
687049,1922,82,3
687050,1958,46,1
687050,1955,49,1
687050,1998,6,3
687050,2002,2,3
687051,1967,37,1
687051,1971,33,3
687051,1991,13,3
687051,1996,8,3
687051,2000,4,3
687052,1940,64,2
687053,1951,53,3
687053,1986,18,3
687053,1988,16,3
687054,1955,49,1
687054,1957,47,3
687054,1980,24,3
687054,1989,15,3
687055,1950,54,3
687055,1964,40,1
687055,1981,23,1
687055,1987,17,3
687056,1948,56,2
687056,1952,52,1
687056,1981,23,1
687056,1984,20,1
687059,1963,41,1
687059,1985,19,3
687060,1974,30,2
687060,1977,27,1
687060,2003,1,3
687061,1957,47,2
687062,1938,66,3
687062,1940,64,1
687063,1946,58,3
687063,1952,52,3
687064,1932,72,3
687064,1930,74,3
687065,1974,30,1
687065,1970,34,1
687066,1920,84,3
687066,1920,84,3
687069,1934,70,3
687069,1939,65,3
687070,1920,84,3
687071,1949,55,1
687071,1973,31,1
687072,1944,60,1
687074,1954,50,1
687074,1965,39,3
687074,1987,17,3
687074,1988,16,3
687074,1992,12,3
687075,1945,59,1
687076,1946,58,2
687076,1972,32,2
687076,1979,25,2
687076,1985,19,1
687078,1934,70,3
687078,1937,67,3
687079,1964,40,1
687079,1967,37,1
687080,1935,69,3
687080,1937,67,3
687081,1929,75,3
687082,1958,46,2
687083,1967,37,1
687083,1969,35,1
687084,1935,69,3
687084,1946,58,3
687086,1938,66,3
687086,1948,56,3
687087,1940,64,3
687087,1936,68,3
687087,1973,31,3
687088,1930,74,3
687088,1924,80,3
687089,1968,36,1
687090,1980,24,3
687090,1976,28,1
687090,1999,5,3
687091,1974,30,1
687091,1973,31,1
687091,1998,6,3
687091,2002,2,3
687092,1936,68,3
687092,1941,63,3
687093,1959,45,3
687093,1958,46,1
687093,1981,23,3
687093,1984,20,3
687095,1964,40,1
687095,1995,9,3
687096,1970,34,1
687097,1974,30,1
687097,1974,30,1
687098,1965,39,1
687098,1980,24,1
687099,1945,59,1
687099,1946,58,3
687100,1976,28,1
687104,1941,63,3
687104,1949,55,3
687104,1973,31,3
687106,1930,74,3
687107,1928,76,3
687108,1934,70,3
687108,1940,64,3
687108,1966,38,3
687109,1935,69,3
687109,1938,66,3
687109,1966,38,1
687110,1957,47,1
687110,1963,41,1
687110,1981,23,3
687110,1985,19,3
687112,1961,43,1
687112,1962,42,1
687112,1981,23,2
687112,1985,19,3
687112,1992,12,3
687113,1936,68,3
687113,1938,66,3
687114,1940,64,3
687115,1958,46,1
687115,1961,43,1
687115,1983,21,3
687115,1986,18,3
687116,1942,62,3
687116,1970,34,1
687117,1928,76,3
687117,1936,68,3
687118,1927,77,3
687118,1944,60,3
687118,1977,27,3
687119,1934,70,3
687120,1958,46,1
687120,1981,23,3
687120,1987,17,3
687120,1989,15,3
687120,1991,13,3
687122,1942,62,3
687122,1945,59,3
687122,1972,32,1
687123,1974,30,1
687123,1971,33,3
687123,1996,8,3
687123,2000,4,3
687123,2001,3,3
687124,1951,53,2
687124,1951,53,2
687124,1985,19,3
687125,1933,71,3
687125,1948,56,1
687126,1970,34,1
687129,1946,58,1
687129,1949,55,3
687129,1974,30,3
687129,1976,28,3
687129,1977,27,3
687130,1928,76,3
687132,1932,72,3
687132,1933,71,3
687134,1978,26,1
687134,1969,35,1
687135,1976,28,1
687138,1929,75,3
687138,1930,74,3
687139,1932,72,3
687139,1936,68,3
687140,1968,36,1
687140,1969,35,1
687140,1996,8,3
687140,2000,4,3
687141,1922,82,3
687141,1922,82,3
687142,1960,44,1
687143,1954,50,3
687143,1952,52,2
687143,1981,23,3
687143,1986,18,3
687144,1959,45,1
687144,1966,38,1
687144,1990,14,3
687145,1922,82,3
687146,1938,66,3
687147,1940,64,3
687147,1943,61,3
687148,1962,42,1
687148,1964,40,1
687148,1992,12,3
687148,1994,10,3
687148,1996,8,3
687149,1938,66,3
687149,1944,60,3
687150,1936,68,3
687151,1962,42,1
687151,1988,16,3
687152,1946,58,3
687152,1948,56,3
687152,1978,26,1
687156,1951,53,3
687157,1946,58,3
687158,1948,56,1
687158,1946,58,3
687158,1977,27,1
687158,1983,21,3
687159,1963,41,2
687160,1945,59,3
687160,1948,56,3
687161,1963,41,2
687161,1966,38,1
687162,1949,55,1
687162,1925,79,3
687164,1948,56,3
687164,1951,53,1
687165,1956,48,2
687165,1953,51,3
687165,1978,26,1
687165,1982,22,3
687165,1989,15,3
687165,1992,12,3
687166,1963,41,1
687166,1966,38,1
687166,1998,6,3
687167,1970,34,2
687168,1960,44,3
687168,1953,51,1
687169,1953,51,1
687170,1933,71,3
687170,1960,44,1
687170,1965,39,1
