NQUEST,AREA5,YL,YT,YM,YC,CD,CN,S,AR,AF,PF,BD
687376,2,16000,10400,0,6008.297233,0,15600,16808.29723,125000,1000,0,13000
687380,2,0,0,38000,14482.97233,0,37200,15282.97233,180000,10000,0,35000
687381,2,17600,0,0,8.297233,0,19776,-2167.702767,0,1000,0,3100
687382,2,12000,14430,0,4841.486165,0,16800,14471.48617,150000,5000,0,13000
687383,2,0,12610,0,3600,0,13200,3010,100000,0,0,3000
687384,2,12500,18200,0,5458.080631,0,21000,15158.08063,170000,7000,0,10000
687385,4,16900,0,0,30.28490045,9000,17400,-9469.7151,3000,3650,0,13000
687387,1,13000,0,0,8236.741715,750,20200,286.7417145,195000,4428.188833,0,28500
687388,1,16250,0,0,41.486165,850,16320,-878.513835,1500,5000,0,22000
687389,1,15600,0,0,18.26323687,-900,19080,-2561.736763,3500,2201.12378,0,34000
687390,1,26000,0,0,14.92566466,11500,25200,-10685.07434,1000,1798.872547,11500,19000
687391,1,0,0,22000,31.52485223,900,16200,4931.524852,6000,3799.4416,0,34000
687393,1,15900,-300,0,0,800,16320,-1520,2000,0,0,15000
687399,1,20000,0,0,57.50432125,0,13200,6857.504321,0,6930.541935,0,6000
687400,1,57000,0,0,12125.93126,0,48000,21125.93126,245000,15177.50095,0,40000
687401,2,16600,7800,0,5173.375485,0,22900,6673.375485,140500,45000,0,9500
687402,2,17500,20800,0,6029.897883,0,35300,9029.897883,192000,32400,110000,50000
687403,2,42500,13988,0,18133.18893,1000,37100,36521.18893,541000,4000,0,16000
687404,1,55000,-4000,6000,4094.558404,0,40000,21094.5584,30000,11396.37806,0,35000
687405,3,16000,0,0,6029.040316,0,18000,4029.040316,152500,3500,0,16000
687406,3,0,14300,0,6082.97233,17000,17400,-14017.02767,51000,10000,13000,20000
687407,3,0,21260,0,8400,0,26400,3260,151000,0,0,9000
687408,1,0,0,19000,12076.40264,500,30000,576.4026387,310000,9208.206968,0,35000
687409,1,55000,0,0,7961.381241,500,25200,37261.38124,300000,35044.06507,0,30000
687410,3,0,9815,0,707.864029,0,9432,1090.864029,9400,13000,0,6500
687411,3,0,32500,2400,3724.458495,13000,27600,-1975.541505,180500,15000,2925,20000
687412,4,0,0,24000,3688.895716,-1500,19200,9988.895716,351500,203730.8481,62000,40000
687413,1,35000,0,0,8572.880631,1000,31200,11372.88063,171000,7000,43000,23000
687414,1,16500,0,0,41.486165,1500,20700,-5658.513835,0,5000,0,10000
687415,1,27450,0,0,10.7345515,0,26784,676.7345515,6500,1293.75076,0,32000
687416,1,0,-10000,35000,682.97233,1500,28800,-4617.02767,190200,10000,8000,25000
687417,1,15000,0,0,41.486165,500,16800,-2258.513835,300,5000,0,9000
687418,1,65000,0,0,14524.4585,500,38400,40624.4585,252000,15000,0,14000
687421,2,0,0,40000,6043.286165,10000,26000,10043.28617,212000,5000,140000,40000
687422,2,0,0,25000,12.4458495,0,21276,3736.44585,471000,1500,0,12000
687423,2,0,11840,25000,4845.634782,1000,22800,17885.63478,231000,5500,0,7000
687424,2,0,0,24000,8.297233,1000,24300,-1291.702767,38588.85078,1000,11000,1500
687425,2,13000,14144,0,8474.675097,2000,26400,7218.675097,191000,9000,0,11000
687426,2,24000,22985,0,15577.19048,0,42000,20562.19048,372000,52500,50000,13000
687427,2,0,0,27000,19098.70039,5000,36800,4298.700388,2234000,36000,0,10000
687428,2,0,6500,0,82.97233,0,6840,-257.02767,500,10000,0,3000
687429,2,19000,7800,0,8809.376796,1500,32400,1709.376796,301000,22000,0,9000
687430,2,0,9100,0,2433.188932,0,10200,1333.188932,500,4000,0,500
687431,1,17940,0,0,451.6469982,0,30000,-11608.353,200000,6007.665228,140000,9000
687434,1,42200,0,0,10856.47381,0,34800,18256.47381,255000,6806.342269,0,47000
687435,1,9750,0,0,0.154797769,250,13080,-3579.845202,1000,18.65655324,0,12000
687436,2,0,0,36000,9193.283398,0,24000,21193.2834,122000,6000,50000,55000
687437,1,31150,22230,0,5818.545931,2000,23760,33438.54593,191000,7056.078908,0,68000
687440,1,18000,0,0,82.97233,1500,18000,-1417.02767,0,10000,0,12000
687441,1,12000,20000,0,12124.4585,0,26400,17724.4585,203000,15000,0,20000
687442,1,0,20600,0,10034.2685,0,24000,6634.268495,250000,25000,0,15000
687443,1,9400,0,0,0,0,16800,-7400,1500,0,2500,27000
687445,2,0,8840,30000,7632.322524,0,36200,10272.32252,328000,28000,0,34000
687446,2,14000,0,0,18.2539126,1800,18600,-6381.746087,1000,2200,0,13000
687447,2,17000,0,0,0,14000,19200,-16200,2000,3500,0,16000
687448,2,0,9100,0,3691.269563,0,10800,1991.269563,90500,11000,0,1000
687449,2,20340,500,0,1842.63888,400,18100,4182.63888,216000,9786.260047,112000,12000
687450,2,16000,0,30000,8877.723433,1500,24600,28777.72343,375000,55996.24146,10800,31000
687451,2,11000,-7200,0,182.539126,400,15600,-12017.46087,5000,22000,0,25000
687452,2,17000,0,18000,10885.40272,100,30000,15785.40272,312000,10292.91509,0,14000
687453,2,0,0,26000,8404.919609,800,19200,14404.91961,310000,8592.921659,0,30000
687454,2,19800,0,0,119.5170897,1300,12720,5899.51709,5000,14404.45142,0,3500
687455,2,19200,18600,0,10581.06922,0,19700,28681.06922,409000,36108.31297,0,30000
687456,2,8000,0,8000,8623.918392,750,19800,4073.918392,159000,27800,0,19000
687457,2,20800,9880,0,6604.152351,300,18300,18684.15235,437000,36657.08209,0,26000
687458,2,18000,0,0,8789.053742,5800,15600,5389.053742,224500,26200.75178,18000,18000
687459,4,17000,0,0,3641.486165,0,15600,5041.486165,85000,5000,0,24000
687460,4,18000,0,0,4882.97233,0,16800,6082.97233,103000,10000,0,25000
687461,4,13000,0,0,3082.97233,0,12600,3482.97233,67000,10000,0,12000
687462,4,0,0,20000,4454.03021,1000,16200,7254.03021,53000,21400,2000,30000
687463,4,0,13000,14000,3884.302646,0,29200,1684.302646,205000,13500,67000,25000
687465,3,19000,-5000,0,82.97233,2500,10200,1382.97233,5000,10000,0,30000
687466,3,0,12300,0,7241.486165,500,14400,4641.486165,131000,5000,6000,25000
687467,3,17000,-3000,0,8.297233,0,10200,3808.297233,10000,1000,0,13000
687468,3,18000,0,5000,3772.2,1500,22800,2472.2,160300,0,60000,20000
687470,5,0,7800,0,3665.351856,0,8400,3065.351856,31000,7876.343343,0,7000
687471,5,14000,6500,0,4828.424924,630,19200,5498.424924,40000,3425.831685,6000,32000
687473,1,0,18980,0,23.2322524,0,14400,4603.232252,500,2800,0,450
687481,1,0,11050,0,978.2539126,0,8160,3868.253913,20300,2200,0,300
687488,5,0,6786,0,3600,0,9600,786,61000,0,0,5000
687490,5,17700,5200,4000,41.486165,700,14832,11409.48617,10500,5000,2000,12000
687491,1,0,6500,0,8876.345207,0,20400,-5023.654793,410000,17930.06636,0,10000
687492,2,0,0,25000,9480.944126,2000,24000,8480.944126,383000,27000,50000,50000
687495,1,0,15792,0,3260.318649,0,18000,1052.318649,43000,31374.15197,0,24000
687497,1,16900,0,21600,3893.683394,12800,23040,6553.683394,282000,33979.20661,36000,54000
687498,1,0,15400,0,14441.48617,0,28800,1041.486165,250500,5000,0,1500
687499,2,12000,0,0,24.891699,2000,15000,-4975.108301,1000,3000,0,8000
687500,4,0,0,13000,9665.088758,0,21600,1065.088758,755000,7844.63424,0,23000
687502,1,0,12350,0,8253.888495,0,18000,2603.888495,200000,45000,0,4000
687503,1,30000,0,0,8767.890631,1500,26400,10867.89063,0,17000,10000,26000
687508,1,27000,0,0,225.791699,0,11400,15825.7917,140000,3000,71500,25000
687509,1,17000,0,8000,41.486165,300,14700,10041.48617,46000,5000,25000,10000
687510,1,0,9100,0,2596.391165,0,7800,3896.391165,50200,10000,0,1000
687511,1,0,10660,0,4824.891699,0,12000,3484.891699,200,3000,0,100
687512,1,0,21710,0,6449.331399,0,26400,1759.331399,95000,16700,0,11000
687513,1,19500,0,0,41.486165,200,10200,9141.486165,200,5000,0,12000
687527,1,0,0,60000,13470.88308,2000,26400,45070.88308,1001500,152500,258000,90000
687528,1,0,0,110000,1197.541699,250,28200,82747.5417,370000,3000,95000,7700
687529,1,0,10010,0,4220.743083,0,12600,1630.743083,90000,2500,0,2500
687530,1,16500,11960,0,4.1486165,400,22560,5504.148617,50,500,0,18500
687531,1,23000,0,0,2488.515728,8500,24000,-7011.484272,110500,21000,72500,17000
687532,1,0,11960,0,9616.594466,0,19200,2376.594466,350000,2000,0,15075
687533,1,0,13000,0,9232.625588,150,16800,5282.625588,200000,32002.40528,0,8000
687534,1,28000,0,0,0,1200,20700,6100,0,0,1200,4000
687535,1,0,6760,30000,9624.891699,0,30000,16384.8917,380050,23000,60000,25000
687536,1,30000,0,0,556.3958495,0,27000,3556.39585,200000,1500,90000,31000
687537,1,27500,0,0,5408.297233,350,27000,5558.297233,110000,1000,0,21000
687538,1,0,11960,0,3041.486165,0,13200,1801.486165,100200,5000,0,3000
687544,1,0,31135,0,37.3375485,0,17400,13772.33755,500,4500,0,1300
687548,2,0,12090,0,8437.075911,0,20400,127.0759107,150000,1734.571479,0,100
687549,2,0,12662,0,7600,0,24400,-4138,188500,0,5000,3500
687551,4,14000,0,0,215.728058,0,19200,-4984.271942,10000,26000,0,12600
687552,4,0,10200,0,6000,0,20400,-4200,202000,0,0,4200
687553,1,48000,0,0,165.94466,500,12720,34945.94466,2000,20000,0,10000
687554,1,23400,0,19500,2598.341386,1200,29400,14898.34139,178000,30999.56793,65000,80000
687556,1,0,6200,0,5.498178666,0,9600,-3394.501821,0,662.6520752,0,3000
687557,1,22000,0,0,2.622199251,0,13200,8802.622199,0,316.0329776,10000,6000
687558,2,0,0,13500,9204.148617,14000,21200,-12495.85138,428500,500,0,27000
687560,2,0,18525,11500,11441.48617,1500,19200,20766.48617,371000,5000,0,11000
687563,5,14000,0,0,16.594466,0,13200,816.594466,2000,2000,0,15000
687564,5,0,0,20000,6000,0,18000,8000,9000,500,2000,12000
687569,5,61000,0,0,425.17233,30000,39770,-8344.82767,385000,10000,60000,65000
687576,5,0,32240,0,8541.486165,13000,34900,-7118.513835,660000,5000,10000,48000
687577,5,26000,18200,0,3803.188932,18000,37370,-7366.811068,365000,4000,15000,45000
687579,1,72000,0,0,14131.57529,20000,27100,39031.57529,710000,66758.40383,0,100000
687580,1,0,0,120000,21647.86803,10000,36000,95647.86803,1125000,184120.1172,0,110000
687581,1,0,14300,0,6101.821049,0,9600,10801.82105,2000,12271.68728,0,10000
687582,1,0,27300,0,7753.193955,0,18000,17053.19396,210000,51171.73923,0,75000
687583,3,19000,-2000,0,5441.486165,1200,17400,3841.486165,0,5000,8000,16000
687584,3,20000,0,0,7208.297233,4000,22800,408.297233,150500,1000,9000,23000
687585,3,0,8100,0,3920.743083,0,9900,2120.743083,121000,2500,0,10000
687586,3,18000,0,0,82.97233,3000,20400,-5317.02767,2000,10000,0,26000
687587,3,0,6760,0,6000,0,12000,760,80000,0,0,5000
687588,3,0,14100,0,7224.891699,1000,19200,1124.891699,100500,3000,0,23000
687589,1,0,12389,0,5676.076146,600,16275,1190.076146,36500,28200,0,1500
687590,1,0,15600,0,444.239165,500,13200,2344.239165,1500,18000,0,10000
687595,2,36000,-3000,0,5630.280631,3700,45000,-10069.71937,154000,7000,60000,19000
687596,2,22600,0,0,5857.920316,50,19200,9207.920316,110300,3500,24000,8000
687598,2,14000,0,35000,65797.77233,0,92000,22797.77233,725000,10000,40000,28000
687599,2,12647,5200,0,0,800,8568,8479,60,0,800,1000
687600,1,98000,0,0,10833.78733,0,30000,78833.78733,255000,25000,30000,20000
687601,1,16000,13000,0,2745.152845,-1000,22100,10645.15285,95000,1961.237609,26000,24000
687604,1,0,9750,0,6041.486165,0,13200,2591.486165,120000,5000,0,8000
687609,1,27000,1000,0,9036.754248,3500,27400,6136.754248,300000,32500,0,23000
687610,1,15000,0,0,6058.080631,500,16800,3758.080631,0,7000,0,16000
687614,1,28000,0,0,5499.566796,1000,21000,11499.5668,200000,12000,0,12000
687625,4,6000,0,0,600,0,4200,2400,100500,0,0,500
687627,5,15000,0,0,40.86447592,0,19200,-4159.135524,5000,4925.072722,10000,21000
687628,5,20000,0,0,41.03716897,4000,21600,-5558.962831,10000,4945.886053,0,31000
687629,5,0,0,0,14843.67738,1000,26800,-12956.32263,324000,5264.089216,0,20000
687630,5,0,6500,0,0,200,12240,-5940,1000,0,0,11500
687631,5,23760,0,0,0,0,25200,-1440,5000,0,0,20000
687632,5,19000,0,15000,0,0,20400,13600,53000,0,1000,25000
687633,5,22000,0,40000,7211.370919,3000,25200,41011.37092,200000,1370.447097,0,43000
687643,2,0,11518,0,3682.97233,0,8400,6800.97233,100000,10000,0,2000
687644,2,13000,0,0,4.1486165,0,14160,-1155.851383,0,500,0,5100
687648,1,34000,-3600,0,6066.377864,1000,21600,13866.37786,92000,8000,0,25000
687650,1,0,12610,0,4829.040316,0,13200,4239.040316,120000,3500,0,5000
687652,3,24300,22269,0,883.1846157,0,38620,8832.184616,16000,6860.5178,83000,18000
687653,1,0,26260,0,13796.57666,0,25800,14256.57666,680000,122000,0,42000
687655,1,0,6500,0,7249.783398,500,13200,49.783398,122000,6000,500,7000
687656,1,0,15470,0,3016.594466,0,15600,2886.594466,25500,2000,0,5000
687657,1,0,8450,0,5424.891699,375,11400,2099.891699,101000,3000,0,5000
687659,1,0,13000,0,9666.377864,0,19200,3466.377864,202000,8000,0,6000
687660,1,0,10400,0,6074.675097,0,13200,3274.675097,170000,9000,0,6000
687661,1,37000,0,0,8250.897123,0,34600,10650.89712,210000,47099.99446,0,23000
687664,1,34400,0,0,7592.78233,25000,23300,-6307.21767,187000,20000,0,44000
687666,1,0,15600,0,0,0,34356,-18756,0,0,1200,1500
687671,2,0,25740,150000,13580.43573,3000,58800,127520.4357,925000,21746.49377,0,38000
687673,2,0,65000,50000,33935.08892,0,57487.41395,91447.67497,1050000,25134.18951,0,50100
687674,4,43000,0,0,15739.72783,0,36000,22739.72783,450000,3004.354217,40000,125000
687675,4,0,11400,0,9600,0,21600,-600,253000,0,0,500
687676,4,15000,0,0,0,0,21600,-6600,1000,0,0,2500
687677,4,0,0,0,36000,0,36000,0,1255000,0,0,2000
687678,4,0,0,0,5400,10000,15600,-20200,103000,0,0,11000
687679,4,0,10400,0,3000,0,12600,800,10000,0,0,5000
687680,4,0,25350,0,82.97233,0,39600,-14167.02767,7000,10000,0,3000
687682,2,26000,0,0,41.486165,15000,17400,-6358.513835,3000,5000,0,19000
687683,2,0,7540,0,3641.486165,0,9000,2181.486165,3500,5000,0,6000
687684,2,0,19756,0,4958.080631,0,13300,11414.08063,137000,7000,0,8000
687685,2,0,16700,0,3981.672718,0,19200,1481.672718,151000,46000,0,10000
687686,2,13000,0,0,6041.486165,0,15600,3441.486165,170000,5000,10000,25000
687687,2,0,11440,0,4816.594466,0,10800,5456.594466,155000,2000,0,15000
687688,2,0,0,186158.8517,30334.61466,0,70000,146493.4663,1575000,90000,0,350000
687689,2,27000,0,0,165.94466,0,27000,165.94466,0,20000,0,13000
687690,2,38800,0,0,1233.188932,0,22800,17233.18893,100000,4000,0,6000
687691,2,8000,6500,0,0,0,15600,-1100,0,0,0,10000
687692,2,29000,0,0,6016.594466,10000,20400,4616.594466,53500,2000,10000,25000
687693,2,0,11700,0,12024.8917,0,21600,2124.891699,200000,3000,0,7000
687694,4,0,21940,0,6207.430825,0,12000,16147.43083,200500,25000,0,200
687695,4,0,9750,0,0,0,9600,150,1000,0,0,3000
687696,4,10000,0,0,0,0,12600,-2600,1000,0,0,1500
687697,4,0,11180,0,1200,0,25200,-12820,56000,0,0,2500
687699,1,33000,0,0,21186.05679,1000,54000,-813.943213,201000,5129.033616,50000,25000
687717,3,13400,0,0,29.0403155,4000,13800,-4370.959685,0,3500,3000,13200
687718,3,0,7800,0,4949.350194,0,16800,-4050.649806,130700,18000,0,5000
687719,3,0,16900,0,141.052961,0,18000,-958.947039,0,17000,0,3000
687769,3,12500,0,5000,12008.29723,0,20400,9108.297233,110500,1000,0,12000
687827,1,15000,5200,0,6029.205428,0,22800,3429.205428,131000,3519.899652,0,9500
687828,1,0,12064,0,4216.143448,0,13800,2480.143448,37500,1945.642408,0,3000
687829,1,0,13390,0,6.6377864,0,15240,-1843.362214,1500,800,0,5000
687830,1,0,13390,0,57.93430219,0,12600,847.9343022,1800,6982.364144,0,9500
687831,1,0,20280,0,6114.70421,8000,22800,-4405.29579,122000,13824.393,0,18000
687832,1,0,18265,0,7376.114057,250,22800,2591.114057,134000,13023.95095,0,17500
687833,1,0,9880,0,3624.903301,0,12600,904.9033009,62000,3001.398283,0,4500
687834,3,27500,0,0,6978.15133,0,24000,10478.15133,133500,34174.32217,0,23000
687836,3,25600,11700,10000,7714.44,14000,26400,14614.44,203300,0,15000,24000
687837,3,25200,-4800,0,6049.783398,0,18000,8449.783398,3000,6000,0,23000
687838,3,0,2990,0,0,0,6600,-3610,3200,0,0,6500
687841,5,0,5850,0,2400,0,7200,1050,81000,0,3000,6500
687842,5,0,12090,0,1200,0,10800,2490,91390.34,0,0,5000
687843,5,0,10400,0,1204.148617,0,7200,4404.148617,194293,500,0,3000
687844,5,0,8450,0,1200,0,8400,1250,31000,0,0,4000
687845,5,0,12350,0,1213.939156,0,10800,2763.939156,50600,1679.976498,0,3000
687846,5,0,13000,0,1516.809927,0,13500,1016.809927,199496,2025.96777,0,6000
687847,5,0,20800,0,1800,6000,13800,2800,224070,0,0,4000
687848,5,0,12870,0,1200,0,10800,3270,38000,0,0,11500
687849,5,0,10400,0,1200,300,9600,1700,20600,0,0,2000
687850,5,24000,10400,0,1800,0,19800,16400,52000,0,0,20000
687851,5,0,21450,0,1924.458495,0,13800,9574.458495,21000,15000,0,2000
687852,5,0,11700,0,1800,1000,12600,-100,247524,0,0,14000
687853,5,0,25155,0,1282.97233,0,13200,13237.97233,26000,10000,0,5000
687862,3,14400,0,0,6141.052961,0,24000,-3458.947039,405000,17000,0,9000
687871,5,43000,0,0,1134.429165,42000,20800,-18665.57084,420000,8000,14000,42000
687875,3,0,8060,0,7291.269563,0,14400,951.269563,4000,11000,0,15000
687876,4,0,23972,0,82.97233,0,13248,10806.97233,15000,10000,0,26000
687877,3,20000,0,0,8466.377864,0,24000,4466.377864,106000,8000,0,23000
687878,3,29700,0,0,8.297233,0,21600,8108.297233,100,1000,3000,10000
687879,3,0,29250,0,10833.18893,300,31200,8583.188932,400,4000,0,11000
687881,3,0,0,14000,16841.48617,800,18000,12041.48617,171200,5000,0,14000
687882,3,22000,0,0,5372.790631,0,18000,9372.790631,227000,7000,33000,20000
687883,3,13100,0,6500,16.594466,0,19100,516.594466,500,2000,0,8500
687884,3,26000,0,0,7357.647427,12000,31200,-9842.352573,137500,19000,0,29000
687886,3,15500,0,0,2464.158505,0,13200,4764.158505,500,7732.518124,0,6000
687887,5,0,15600,0,3000,0,12600,6000,41000,0,0,5000
687888,5,31600,12000,0,1849.783398,700,25800,18949.7834,84000,6000,0,35000
687889,5,0,14500,0,1835.640251,1000,13800,1535.640251,61000,4295.438133,1000,18000
687890,5,0,24140,0,3000,200,22200,4740,181377,0,0,10000
687891,5,0,29900,0,2400,1000,20400,10900,181745,0,0,18000
687892,5,0,18850,0,6400,0,18400,6850,41000,0,0,10000
687893,5,12000,14300,12000,1800,400,15000,24700,88000,0,0,25000
687894,5,0,16640,10000,2400,0,19200,9840,102000,0,0,29000
687896,5,20000,0,0,9652.281921,1000,27600,1052.281921,225000,6301.127262,0,43000
687897,5,0,19760,0,1800,0,13800,7760,202073,0,0,12000
687898,1,0,2400,0,0,0,4680,-2280,200,0,1000,350
687899,1,13100,0,18000,5836.497413,1200,17000,18736.49741,138600,15700,0,19000
687900,1,0,16675,0,2970.545436,0,13200,6445.545436,350,20100,0,1600
687904,3,0,0,25000,58.24583994,1000,21000,3058.24584,112000,3473.982998,0,66000
687905,3,31500,0,0,11074.33478,2000,26500,14074.33478,480000,5500,10000,4000
687908,3,65000,0,0,28282.1969,0,64200,29082.1969,1200000,9906.54376,0,23500
687913,4,0,0,18000,61.3995242,0,12540,5521.399524,192000,37400,10000,18000
687915,4,0,7668,0,4269.696757,0,10200,1737.696757,90500,8400,0,2000
687916,4,8400,6500,0,6055.628538,4000,17400,-444.3714618,231000,6704.468613,0,21000
687917,4,16200,2000,0,0,0,10596,7604,500,0,0,10000
687918,4,0,19500,0,53.1022912,0,14064,5489.102291,2000,6400,25000,15000
687921,3,0,27300,0,179.796699,0,22800,4679.796699,10000,8000,0,27000
687922,3,0,13000,0,7200,0,19200,1000,205000,0,0,7000
687923,3,15906.20559,0,0,0,0,17946.20559,-2040,5000,0,2700,9000
687924,4,21400,0,0,2400,0,15600,8200,700,0,2000,3500
687925,4,0,0,28000,82.97233,18000,25320,-15237.02767,12000,10000,0,38000
687926,4,33500,0,27000,114.058495,20000,46560,-5945.941505,226000,15000,107500,33000
687927,4,25250,0,0,3646.464505,6300,21850,746.4645048,152000,5600,0,43000
687928,4,9600,0,28000,82.97233,0,27960,9722.97233,67000,10000,15000,36000
687929,4,15600,0,0,0,350,14640,610,1000,0,0,6000
687931,1,0,19890,0,5466.377864,0,19800,5556.377864,126500,8000,0,9000
687932,1,12500,0,0,1978.837786,6000,13800,-5321.162214,76500,800,80000,11000
687933,1,0,6955,0,3006.907786,0,10200,-238.0922136,62000,800,31000,5000
687934,1,19100,0,0,10.7864029,0,23400,-4289.213597,3000,1300,0,4000
687936,1,15600,0,0,5841.32585,0,16800,4641.32585,97000,1500,27500,9500
687937,4,26000,0,0,30.66354196,0,28020,-1989.336458,3000,3695.634672,0,9000
687938,4,0,2600,0,0,0,2544,56,3000,0,0,4000
687939,4,11000,6240,0,16.36192888,0,22200,-4943.638071,5000,1971.974136,0,10000
687940,4,0,0,35000,4212.85131,12000,34200,-6987.14869,630000,31548.86692,50000,45000
687941,1,0,0,13998.68791,165.94466,0,26400,-12235.36743,3000,20000,0,16000
687942,1,0,12000,9000,4200,0,7800,17400,160300,0,0,1500
687943,1,0,15015,0,24.891699,0,17640,-2600.108301,500,3000,0,4000
687944,1,0,12025,0,4839.611838,0,16800,64.6118382,75300,4774.102185,0,8500
687945,1,0,3900,10000,1816.594466,0,6000,9716.594466,25100,2000,0,400
687946,1,0,18850,0,6027.495699,0,13800,11077.4957,100100,3313.839589,0,5500
687948,1,29293.90931,0,0,9955.574344,0,20993.90931,18255.57434,380200,6697.937063,0,11000
687949,1,0,6500,0,4808.297233,0,11880,-571.702767,51000,1000,0,1500
687950,1,30000,0,0,170.8986255,1300,18000,10870.89863,100,7489.742882,1300,3500
687951,1,0,15600,0,3868.85833,1000,18000,468.85833,150300,16000,0,3000
687952,1,0,9100,0,3.17629453,0,15000,-5896.823705,0,382.8137079,0,1000
687953,2,8500,0,4200,4805.808063,10000,12000,-4494.191937,41000,700,6000,17000
687955,3,23687.98945,0,18000,7241.486165,18000,29087.98945,1841.486165,335000,5000,16000,28000
687957,2,60292.63465,11000,0,13250.27966,5000,48292.63465,31250.27966,515000,55000,0,250000
687958,2,33000,0,0,6070.526481,0,24000,15070.52648,5000,8500,0,70000
687959,2,0,10400,0,6024.891699,0,15600,824.891699,401000,3000,0,10000
687960,2,50280.35364,0,0,124.458495,10000,30280.35364,10124.4585,0,15000,20000,130000
687961,2,28000,0,0,62.2292475,14500,22440,-8877.770753,50000,7500,7000,40000
687963,2,0,12766,0,6724.67165,0,18000,1490.67165,255000,60000,0,20000
687965,1,0,21710,0,25266.37786,2000,39600,5376.377864,135000,8000,0,15000
687966,2,50307.52505,0,0,91.269563,0,29707.52505,20691.26956,5000,11000,1000,60000
687967,2,50280.57214,0,0,12107.86403,20000,36280.57214,6107.864029,306000,13000,15000,195000
687970,3,36200,0,0,0,13000,19440,3760,0,0,11000,15000
687971,3,0,12350,0,49.783398,0,13440,-1040.216602,3000,6000,0,20000
687972,3,22000,15925,0,4833.188932,0,28800,13958.18893,253000,4000,6000,21000
687973,3,0,0,13000,49.783398,10500,15600,-13050.2166,5000,6000,7000,19000
687974,3,0,6500,0,3608.297233,0,14400,-4291.702767,60500,1000,0,1000
687975,3,24000,7280,0,0,0,24000,7280,300,0,0,6000
687976,3,0,0,50000,-2003.438874,0,43440,4556.561126,266000,34000,175000,10000
687978,3,14000,0,0,0,0,17400,-3400,0,0,0,4000
687979,3,0,18200,0,6224.458495,0,22900,1524.458495,170200,15000,0,2000
687981,3,0,42900,0,13708.99466,0,38400,18208.99466,207000,20000,15000,32000
687983,3,0,7280,0,24.891699,0,8400,-1095.108301,5000,3000,0,25000
687984,3,0,12220,0,6000,0,12000,6220,2000,0,0,7500
687985,2,0,10920,0,12082.97233,0,26400,-3397.02767,285000,10000,0,20000
687986,2,16000,0,0,0,0,12600,3400,0,0,0,1050
687987,2,18200,0,0,33.188932,0,19920,-1686.811068,0,4000,0,15000
687988,2,12800,0,0,0,0,11400,1400,0,0,0,8100
687989,2,15000,0,0,7711.242015,0,20400,2311.242015,305000,6500,13000,15000
687990,2,0,14300,16000,24482.97233,0,34000,20782.97233,600000,10000,0,50
687991,4,0,0,15000,11109.73482,0,27400,-1290.265182,400000,6318.349531,13000,25000
687992,4,22000,0,0,3075.988065,0,17400,7675.988065,103000,9158.24161,0,17000
687993,4,45500,0,0,4931.398525,25500,20400,4531.398525,5000,15836.42698,0,30000
687994,1,0,7280,0,5054.522685,0,12200,134.5226852,60000,6571.188877,0,50000
687996,1,28000,0,0,73.72839088,1500,28800,-2226.271609,6000,8885.900984,0,6500
687997,3,0,19500,0,5882.97233,0,22600,2782.97233,128000,10000,0,1500
687998,3,22880,0,0,10808.29723,4900,33600,-4811.702767,356000,1000,8000,27000
687999,3,0,10400,4000,6649.783398,0,18600,2449.783398,252000,6000,0,11000
688000,3,0,6500,0,6710.889563,0,10800,2410.889563,131000,31000,0,4000
688001,3,15600,0,0,6658.080631,17800,21000,-16541.91937,150000,7000,17800,20000
688002,3,0,10400,0,24.891699,1200,11400,-2175.108301,100,3000,0,1000
688003,3,15000,20800,0,5458.080631,1300,21000,18958.08063,82000,7000,0,12800
688004,3,13200,0,17000,4460.341893,8000,27600,-939.658107,310200,21000,30000,54000
688005,3,7800,5000,0,4800,0,6600,11000,0,0,0,50
688006,3,18500,0,0,484.769563,0,22450,-3465.230437,265500,11000,50000,17000
688007,2,15000,0,0,21.92740654,0,16200,-1178.072593,0,2642.737228,0,2300
688008,2,0,0,25000,49.783398,0,32400,-7350.216602,73000,6000,0,33000
688009,2,14000,0,0,3124.458495,0,15000,2124.458495,70000,15000,0,4000
688010,1,0,10700,0,8503.448165,0,20400,-1196.551835,99300,7000,0,10000
688011,1,7800,0,0,20.7430825,0,13800,-5979.256918,0,2500,0,16500
688012,1,0,0,0,1800,220,6600,-5020,0,0,0,1500
688014,5,13500,0,0,0,0,13800,-300,2000,0,0,9000
688015,5,0,6500,0,1800,0,7800,500,51000,0,0,5000
688016,5,16000,0,0,3008.297233,1500,17400,108.297233,1500,1000,8000,27000
688017,5,12000,-1600,0,0,0,16200,-5800,400,0,0,11000
688018,1,0,0,28000,24124.4585,0,48000,4124.458495,460000,15000,0,40000
688020,1,0,0,0,9624.891699,0,21600,-11975.1083,180500,3000,0,1200
688021,1,32000,0,0,7324.458495,0,25200,14124.4585,202000,15000,0,18000
688022,1,13200,16900,0,82.97233,0,15600,14582.97233,1500,10000,0,10000
688023,1,14000,0,18000,18082.97233,0,39600,10482.97233,503000,10000,0,28000
688024,1,0,24700,0,14561.45233,0,26400,12861.45233,255000,90000,0,22000
688025,1,0,35100,0,13529.64316,0,30000,18629.64316,405000,75000,0,19000
688026,1,0,8970,0,6045.634782,0,12000,3015.634782,103000,5500,0,7000
688027,1,0,13000,0,7861.106165,0,16800,4061.106165,88000,25000,0,12000
